2023-11-20 19:05:37,Pow
2023-11-20 19:05:44,Bin
2023-11-20 19:05:49,Bin
2023-11-20 19:05:53,Inversion
2023-11-20 19:05:58,Flip
2023-11-20 19:06:03,Badboys
